"Time","instance","Value #sql count","Value #qps","Value #iops in progress","Value #cpu","Value #disk write bytes","Value #read batch latency p99","Value #exec latency p99","Value #admission wait queue length","Value #admission wait rate","Value #goroutines per cpu","Value #l0 sublevels","Value #l0 files","Value #quota used","Value #disk read bytes","Value #replica read bytes","Value #replica write bytes","Value #read keys","Value #write keys","Value #io tokens exhausted","Value #heartbeat latency p99","Value #rocksdb ingested bytes","Value #l0 ingested bytes","Value #l1 ingested bytes","Value #l2 ingested bytes","Value #l3 ingested bytes","Value #l4 ingested bytes","Value #l5 ingested bytes","Value #l6 ingested bytes","Value #kv used slots / total","Value #command latency p99","Value #compaction write bytes","Value #compaction read bytes","Value #write stall duratiion","Value #replicas","Value #leaseholders"
2022-08-30 18:27:15.000,34.138.219.104:26258,33.3,31.1,0,0.0980,60810756,360201,3808460,0,0,0.0175,0,0,0,0,672105,619427,35.2,612,0,6328155,0,0,0,0,0,0,0,0,0,150308,88752573,91762756,0,3053,992
2022-08-30 18:27:30.000,34.138.219.104:26258,33.3,31.6,0.167,0.0977,64727774,458915,3723263,0,0,0.0144,0,0,0,0,663247,639087,34.8,612,0,6317669,0,0,0,0,0,0,0,0,0,145944,87684583,92794523,0,3053,992
2022-08-30 18:27:45.000,34.138.219.104:26258,33.3,32.5,0.333,0.0991,72999858,465305,3781776,0,0,0.119,0,0,0,205,646216,675795,34.0,610,0,6815743,0,0,0,0,0,0,0,0,0.200,143473,94477716,97890734,0,3053,992
2022-08-30 18:28:00.000,34.138.219.104:26258,33.3,33.0,0.333,0.106,77407571,1597008,3680875,0,0,0.0162,0,0,0,205,638056,695748,33.6,609,0,6810500,0,0,0,0,0,0,0,0,0,145141,96248975,99964936,0,3053,992
2022-08-30 18:28:15.000,34.138.219.104:26258,33.3,37.8,0.333,0.0984,85764364,1617738,3658296,0,0,0.0163,0,0,0,410,2204804,734816,57.0,608,0,6800014,0,0,0,0,0,0,0,0,0.200,146939,95643241,99124446,0,3053,992
2022-08-30 18:28:30.000,34.138.219.104:26258,33.3,38.2,0.167,0.1000,90298142,1617841,3651113,0,0,0.180,0,0,0,410,2178403,752505,56.6,607,0,6792150,0,0,0,0,0,0,0,0,0,151766,99919450,102711318,0,3053,992
2022-08-30 18:28:45.000,34.138.219.104:26258,33.3,38.9,0,0.103,99161123,434503,3733585,0,0,0.142,0,0,0,205,2126847,784905,55.3,606,0,6798704,0,0,0,0,0,0,0,0,0.200,151056,103122575,106875154,0,3053,992
2022-08-30 18:29:00.000,34.138.219.104:26258,33.3,39.3,0,0.0980,103450680,431226,3719822,0,0,0.0425,0,0,0,410,2104368,800535,54.7,605,0,6796082,0,0,0,0,0,0,0,0,0.200,155487,103156340,106633437,0,3053,992
2022-08-30 18:29:15.000,34.138.219.104:26258,33.3,39.9,0.167,0.102,109686276,339858,3752691,0,0,0.0381,0,0,0,0,2062885,832803,53.7,604,0,7025458,0,0,0,0,0,0,0,0,0.200,155517,102814118,106890172,0,3053,992
2022-08-30 18:29:30.000,34.138.219.104:26258,33.3,40.3,0.167,0.0977,111378531,339803,3725528,0,0,0.0744,0,0,0,0,2039845,847580,53.1,603,0,7020215,0,0,0,0,0,0,0,0,0,151604,104995684,108101419,0,3053,992
